project_id,project_name,description,client_name,project_manager_id,department,start_date,planned_end_date,actual_end_date,status,priority,progress_percentage,budget,team_size,created_date
P02891,Mobile Banking Application,Mobile Banking Application project for MarketPlus,MarketPlus,EMP119,Development,2025-04-14,2025-09-26,,Planning,Medium,17,1500000,15,2025-03-28
P02892,Online Learning Platform,Online Learning Platform project for ABC Retail,ABC Retail,EMP133,Operations,2026-06-04,2026-10-03,2026-11-05,Delayed,Critical,90,1205000,18,2026-04-19
P02893,Employee Training Portal,Employee Training Portal project for LogiTech,LogiTech,EMP149,AI Development,2026-01-10,2026-05-09,,Planning,Medium,11,1090000,16,2025-12-14
P02894,Document Management System,Document Management System project for PeopleFirst,PeopleFirst,EMP123,Data Engineering,2025-04-05,2026-03-24,2026-05-06,Delayed,High,63,770000,17,2025-03-23
P02895,Financial Reporting Dashboard,Financial Reporting Dashboard project for DigitalHub,DigitalHub,EMP104,Marketing,2025-03-11,2026-02-06,,In Progress,Medium,84,1805000,5,2025-02-02
P02896,Cloud Migration Project,Cloud Migration Project project for FinanceCorp,FinanceCorp,EMP106,Analytics,2025-12-28,2026-09-17,,In Progress,Medium,70,1835000,18,2025-11-19
P02897,Data Warehouse Development,Data Warehouse Development project for LogiTech,LogiTech,EMP102,Development,2026-04-13,2026-11-21,,In Progress,High,62,1750000,17,2026-02-20
P02898,CRM Implementation,CRM Implementation project for DataCorp,DataCorp,EMP107,Data Engineering,2026-04-14,2026-10-28,,In Progress,Medium,86,2450000,8,2026-03-06
P02899,Employee Payroll System,Employee Payroll System project for MarketPlus,MarketPlus,EMP121,Healthcare IT,2025-12-19,2026-09-08,2026-09-18,Completed,High,100,985000,14,2025-10-24
P02900,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,CloudWorks,EMP115,Security,2025-11-06,2026-09-22,,In Progress,Medium,89,615000,4,2025-10-20
P02901,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,MedCare Hospitals,EMP116,Human Resources,2026-02-22,2026-08-22,,In Progress,High,39,385000,18,2026-01-22
P02902,Warehouse Automation,Warehouse Automation project for IndustrialTech,IndustrialTech,EMP139,Finance,2025-03-20,2025-10-23,2025-10-19,Completed,High,100,550000,3,2025-03-05
P02903,Social Media Analytics,Social Media Analytics project for SalesPro,SalesPro,EMP124,Development,2025-08-07,2026-07-09,,In Progress,Low,75,845000,3,2025-07-10
P02904,CRM Implementation,CRM Implementation project for RetailAnalytics,RetailAnalytics,EMP137,AI Development,2025-03-01,2026-01-31,,In Progress,Low,36,385000,14,2025-02-19
P02905,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,PeopleFirst,EMP128,IT,2026-05-19,2026-09-14,,Planning,High,15,2375000,16,2026-04-24
P02906,Social Media Analytics,Social Media Analytics project for ABC Corporation,ABC Corporation,EMP111,Analytics,2025-12-30,2026-04-30,,In Progress,Low,22,980000,17,2025-11-21
P02907,CRM Implementation,CRM Implementation project for MedCare Hospitals,MedCare Hospitals,EMP148,Analytics,2026-04-12,2026-07-31,,In Progress,High,37,2345000,20,2026-03-21
P02908,Document Management System,Document Management System project for XYZ Technologies,XYZ Technologies,EMP124,AI Development,2025-10-26,2025-12-18,,In Progress,Critical,79,1095000,3,2025-10-01
P02909,Mobile Banking Application,Mobile Banking Application project for SalesPro,SalesPro,EMP142,AI Development,2026-07-12,2027-04-05,,In Progress,Low,79,1465000,15,2026-06-05
P02910,Healthcare Management System,Healthcare Management System project for SecureNet,SecureNet,EMP105,Data Engineering,2026-07-12,2027-01-10,,On Hold,Medium,40,1590000,8,2026-05-14
P02911,Mobile Banking Application,Mobile Banking Application project for ABC Corporation,ABC Corporation,EMP143,Customer Success,2026-01-05,2026-03-01,,In Progress,Critical,77,1145000,19,2025-12-21
P02912,HR Automation System,HR Automation System project for ABC Retail,ABC Retail,EMP136,Security,2026-05-16,2026-09-03,,In Progress,Critical,54,1055000,8,2026-04-07
P02913,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,IndustrialTech,EMP113,Security,2026-01-31,2026-09-03,2026-09-08,Completed,Low,100,1740000,10,2025-12-05
P02914,Customer Support Chatbot,Customer Support Chatbot project for ServicePro,ServicePro,EMP140,Analytics,2026-03-11,2027-01-17,,On Hold,High,15,2275000,8,2026-03-06
P02915,Supply Chain Analytics,Supply Chain Analytics project for EduTech,EduTech,EMP138,Human Resources,2025-05-29,2026-02-10,2026-03-10,Completed,Medium,100,1935000,15,2025-05-03
P02916,Supply Chain Analytics,Supply Chain Analytics project for XYZ Technologies,XYZ Technologies,EMP145,Security,2026-08-13,2027-03-16,,In Progress,High,80,1240000,19,2026-07-19
P02917,CRM Implementation,CRM Implementation project for XYZ Technologies,XYZ Technologies,EMP111,Sales,2025-04-21,2025-08-03,2025-10-22,Delayed,Medium,24,2015000,13,2025-02-22
P02918,Document Management System,Document Management System project for DigitalHub,DigitalHub,EMP145,Marketing,2026-02-21,2026-07-08,,In Progress,Medium,79,1675000,9,2026-02-16
P02919,Warehouse Automation,Warehouse Automation project for DataCorp,DataCorp,EMP139,Human Resources,2025-12-31,2026-10-22,2026-10-25,Completed,Medium,100,1400000,9,2025-11-03
P02920,Employee Training Portal,Employee Training Portal project for ABC Retail,ABC Retail,EMP117,Data Engineering,2025-02-25,2025-12-14,2025-12-12,Completed,Medium,100,2240000,15,2025-01-17
P02921,Healthcare Management System,Healthcare Management System project for FinTech Solutions,FinTech Solutions,EMP118,IT,2026-04-10,2027-02-26,,In Progress,Medium,86,1385000,14,2026-04-04
P02922,Employee Payroll System,Employee Payroll System project for MarketPlus,MarketPlus,EMP113,AI Development,2025-02-16,2025-09-17,2025-10-28,Delayed,Medium,20,1240000,7,2024-12-23
P02923,Mobile Banking Application,Mobile Banking Application project for DataCorp,DataCorp,EMP124,Operations,2025-11-02,2026-03-14,2026-03-19,Completed,Critical,100,1750000,9,2025-09-16
P02924,Cloud Migration Project,Cloud Migration Project project for LogiTech,LogiTech,EMP145,Security,2026-05-05,2026-11-26,2026-11-26,Completed,Medium,100,1225000,20,2026-03-21
P02925,Supply Chain Analytics,Supply Chain Analytics project for DigitalHub,DigitalHub,EMP142,Finance,2025-03-17,2026-02-11,2026-04-04,Delayed,High,89,895000,20,2025-02-25
P02926,Inventory Management System,Inventory Management System project for DataCorp,DataCorp,EMP108,Security,2025-08-05,2025-11-15,2025-11-23,Completed,Medium,100,1410000,10,2025-07-17
P02927,CRM Implementation,CRM Implementation project for SalesPro,SalesPro,EMP107,Data Engineering,2025-11-01,2026-09-13,,In Progress,Critical,64,2360000,17,2025-09-14
P02928,Healthcare Management System,Healthcare Management System project for FinanceCorp,FinanceCorp,EMP103,AI Development,2026-07-09,2027-07-07,,In Progress,Medium,63,1380000,4,2026-06-25
P02929,Inventory Management System,Inventory Management System project for DataCorp,DataCorp,EMP131,Development,2025-08-18,2026-06-21,,In Progress,Low,41,2475000,18,2025-07-19
P02930,Data Warehouse Development,Data Warehouse Development project for DigitalHub,DigitalHub,EMP116,Marketing,2025-03-12,2025-11-22,,In Progress,High,28,2095000,8,2025-01-18
P02931,Inventory Management System,Inventory Management System project for ABC Retail,ABC Retail,EMP139,Healthcare IT,2025-03-20,2025-09-11,2025-08-27,Completed,Medium,100,1340000,14,2025-01-22
P02932,Data Warehouse Development,Data Warehouse Development project for SecureNet,SecureNet,EMP139,Sales,2025-04-30,2026-03-14,2026-03-24,Completed,Medium,100,1010000,14,2025-04-19
P02933,Inventory Management System,Inventory Management System project for DigitalHub,DigitalHub,EMP110,Healthcare IT,2026-06-04,2026-09-08,,In Progress,Medium,16,1705000,18,2026-04-19
P02934,Supply Chain Analytics,Supply Chain Analytics project for LogiTech,LogiTech,EMP135,AI Development,2026-04-09,2027-01-22,2027-03-16,Delayed,Medium,49,2400000,20,2026-02-24
P02935,Warehouse Automation,Warehouse Automation project for PeopleFirst,PeopleFirst,EMP139,IT,2025-09-08,2026-02-28,2026-03-27,Completed,Medium,100,1180000,9,2025-07-19
P02936,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,ABC Corporation,EMP150,Security,2026-05-24,2026-12-15,,On Hold,High,62,730000,12,2026-05-06
P02937,Employee Payroll System,Employee Payroll System project for Global Traders,Global Traders,EMP137,IT Infrastructure,2026-07-06,2027-01-15,,In Progress,Medium,16,545000,14,2026-05-18
P02938,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,IndustrialTech,EMP118,Customer Success,2026-06-05,2026-07-23,,In Progress,Low,33,1415000,13,2026-05-15
P02939,Document Management System,Document Management System project for MedCare Hospitals,MedCare Hospitals,EMP150,Security,2025-01-03,2025-12-29,,In Progress,Low,81,1250000,9,2024-12-07
P02940,Inventory Management System,Inventory Management System project for PeopleFirst,PeopleFirst,EMP114,IT,2025-03-01,2025-11-14,2025-11-18,Completed,Medium,100,1405000,9,2025-02-22
P02941,Cybersecurity Upgrade,Cybersecurity Upgrade project for MedCare Hospitals,MedCare Hospitals,EMP141,Sales,2026-03-12,2026-11-04,2026-12-17,Delayed,Low,51,1345000,13,2026-01-29
P02942,Document Management System,Document Management System project for ABC Corporation,ABC Corporation,EMP119,Healthcare IT,2025-08-18,2025-11-03,2025-11-26,Delayed,Low,27,1540000,19,2025-08-04
P02943,Employee Payroll System,Employee Payroll System project for DataCorp,DataCorp,EMP147,Development,2025-04-06,2026-01-25,,In Progress,Medium,94,955000,4,2025-03-11
P02944,Inventory Management System,Inventory Management System project for MedCare Hospitals,MedCare Hospitals,EMP140,IT Infrastructure,2026-01-23,2027-01-10,,In Progress,Critical,42,1320000,7,2026-01-16
P02945,Warehouse Automation,Warehouse Automation project for IndustrialTech,IndustrialTech,EMP130,Security,2025-08-02,2026-06-03,2026-05-20,Completed,Low,100,1210000,17,2025-06-28
P02946,Mobile Banking Application,Mobile Banking Application project for ABC Retail,ABC Retail,EMP111,Customer Success,2026-07-06,2026-11-07,,In Progress,Low,29,1435000,13,2026-06-03
P02947,Online Learning Platform,Online Learning Platform project for ABC Retail,ABC Retail,EMP110,Data Engineering,2025-12-13,2026-03-26,2026-05-24,Delayed,Medium,59,1260000,10,2025-11-02
P02948,Marketing Analytics Platform,Marketing Analytics Platform project for XYZ Technologies,XYZ Technologies,EMP148,Marketing,2025-05-24,2025-11-02,2025-11-02,Completed,Medium,100,1715000,9,2025-04-25
P02949,Cloud Migration Project,Cloud Migration Project project for FinanceCorp,FinanceCorp,EMP141,IT Infrastructure,2026-07-15,2026-09-05,2026-09-11,Completed,Low,100,1850000,20,2026-05-29
P02950,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,XYZ Technologies,EMP126,Human Resources,2025-12-27,2026-08-05,2026-09-05,Delayed,High,26,1150000,18,2025-11-23
P02951,E-Commerce Platform,E-Commerce Platform project for ABC Corporation,ABC Corporation,EMP144,Development,2025-06-27,2026-01-04,,In Progress,High,71,1895000,18,2025-06-15
P02952,Cloud Migration Project,Cloud Migration Project project for ABC Retail,ABC Retail,EMP140,Development,2025-03-28,2025-10-19,,In Progress,Medium,67,2305000,8,2025-03-20
P02953,Document Management System,Document Management System project for PeopleFirst,PeopleFirst,EMP120,IT,2025-11-30,2026-11-26,,In Progress,Medium,88,1980000,14,2025-11-15
P02954,Supply Chain Analytics,Supply Chain Analytics project for Global Traders,Global Traders,EMP142,Sales,2026-03-25,2026-12-04,2026-11-21,Completed,High,100,1995000,20,2026-02-04
P02955,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,RetailAnalytics,EMP140,AI Development,2026-05-17,2026-11-11,2026-12-10,Completed,Low,100,1900000,7,2026-04-20
P02956,AI Demand Forecasting,AI Demand Forecasting project for DigitalHub,DigitalHub,EMP124,Healthcare IT,2025-03-18,2026-01-07,,In Progress,Critical,38,1135000,6,2025-03-07
P02957,HR Automation System,HR Automation System project for DataCorp,DataCorp,EMP101,Analytics,2025-09-17,2026-02-27,,In Progress,Low,49,2400000,14,2025-08-22
P02958,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,PeopleFirst,EMP138,AI Development,2026-08-23,2027-06-06,,In Progress,Medium,69,680000,6,2026-07-04
P02959,Cloud Migration Project,Cloud Migration Project project for PeopleFirst,PeopleFirst,EMP117,Healthcare IT,2026-02-01,2027-01-10,,In Progress,Medium,30,910000,16,2025-12-14
P02960,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,IndustrialTech,EMP119,Finance,2025-02-25,2026-01-26,,On Hold,High,33,715000,18,2025-02-03
P02961,Document Management System,Document Management System project for EduTech,EduTech,EMP136,Data Engineering,2026-07-05,2027-02-01,,In Progress,High,23,1340000,11,2026-06-15
P02962,Supply Chain Analytics,Supply Chain Analytics project for SalesPro,SalesPro,EMP141,Security,2026-02-16,2026-08-30,,Planning,High,14,1930000,20,2026-01-18
P02963,AI Demand Forecasting,AI Demand Forecasting project for MarketPlus,MarketPlus,EMP105,Human Resources,2025-10-04,2026-03-25,,In Progress,Medium,68,830000,13,2025-09-13
P02964,HR Automation System,HR Automation System project for SalesPro,SalesPro,EMP142,Analytics,2026-04-12,2026-11-13,2027-01-12,Delayed,High,26,2410000,10,2026-03-03
P02965,Cybersecurity Upgrade,Cybersecurity Upgrade project for ABC Corporation,ABC Corporation,EMP115,Customer Success,2026-01-25,2027-01-04,,In Progress,Critical,25,1735000,18,2025-12-14
P02966,Online Learning Platform,Online Learning Platform project for FinTech Solutions,FinTech Solutions,EMP129,IT,2025-06-04,2026-04-24,,Planning,Medium,8,2355000,14,2025-04-27
P02967,Customer Support Chatbot,Customer Support Chatbot project for OfficePro,OfficePro,EMP144,Sales,2026-04-23,2026-12-18,,In Progress,Medium,68,1615000,5,2026-03-03
P02968,Customer Support Chatbot,Customer Support Chatbot project for DataCorp,DataCorp,EMP111,Security,2025-06-02,2025-10-15,,In Progress,Medium,78,1570000,18,2025-04-27
P02969,Cybersecurity Upgrade,Cybersecurity Upgrade project for SecureNet,SecureNet,EMP112,Development,2025-05-18,2025-10-30,,In Progress,High,51,2420000,11,2025-04-07
P02970,CRM Implementation,CRM Implementation project for FinanceCorp,FinanceCorp,EMP149,Customer Success,2025-12-24,2026-04-26,2026-05-04,Completed,Low,100,2380000,9,2025-11-27
P02971,CRM Implementation,CRM Implementation project for PeopleFirst,PeopleFirst,EMP119,Security,2025-01-12,2025-04-26,2025-04-29,Completed,Low,100,1810000,18,2024-12-26
P02972,HR Automation System,HR Automation System project for CloudWorks,CloudWorks,EMP148,IT,2026-01-14,2026-03-02,,In Progress,Medium,80,510000,16,2025-12-14
P02973,Online Learning Platform,Online Learning Platform project for XYZ Technologies,XYZ Technologies,EMP118,IT,2025-11-27,2026-09-15,,Planning,High,8,515000,10,2025-10-18
P02974,AI Demand Forecasting,AI Demand Forecasting project for RetailAnalytics,RetailAnalytics,EMP131,AI Development,2026-03-09,2026-12-15,,In Progress,Medium,63,325000,20,2026-03-01
P02975,E-Commerce Platform,E-Commerce Platform project for RetailAnalytics,RetailAnalytics,EMP126,Development,2025-04-06,2025-07-17,,In Progress,Medium,36,580000,18,2025-03-07
P02976,Marketing Analytics Platform,Marketing Analytics Platform project for DigitalHub,DigitalHub,EMP150,Data Engineering,2025-12-15,2026-09-06,,In Progress,High,66,1480000,6,2025-12-02
P02977,Marketing Analytics Platform,Marketing Analytics Platform project for MarketPlus,MarketPlus,EMP128,Analytics,2025-09-22,2025-12-28,2025-12-10,Completed,Low,100,1250000,13,2025-09-04
P02978,Social Media Analytics,Social Media Analytics project for ServicePro,ServicePro,EMP126,Development,2025-04-15,2025-08-26,,Planning,Medium,18,1810000,14,2025-03-01
P02979,Financial Reporting Dashboard,Financial Reporting Dashboard project for ABC Retail,ABC Retail,EMP124,AI Development,2025-09-29,2026-02-03,,Planning,Medium,6,2255000,10,2025-09-06
P02980,Marketing Analytics Platform,Marketing Analytics Platform project for SecureNet,SecureNet,EMP119,Customer Success,2026-07-09,2026-10-03,,In Progress,High,73,1095000,12,2026-05-29
P02981,Cybersecurity Upgrade,Cybersecurity Upgrade project for DigitalHub,DigitalHub,EMP123,Healthcare IT,2026-05-10,2027-02-12,,Planning,High,9,2205000,20,2026-04-06
P02982,HR Automation System,HR Automation System project for FinTech Solutions,FinTech Solutions,EMP124,AI Development,2025-04-10,2025-06-07,,In Progress,High,57,2265000,13,2025-03-18
P02983,Warehouse Automation,Warehouse Automation project for DataCorp,DataCorp,EMP139,Data Engineering,2026-05-24,2026-11-14,,In Progress,Medium,61,1775000,5,2026-04-23
